island,site,date,observer,row,col,trt,spp,ht,numleaves,leafnum,wilt,damclass,primdam,secdam,notes,entby,proofby,dateent
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,b,excl,Morinda,16.7,9,9,no,10-May,h,na,,el,,
guam,ritdgate,31-Aug-10,EH,7,e,excl,Papaya,59.5,13,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,2,c,excl,Neisosperma,16.5,4,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,c,excl,Neisosperma,16.5,4,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,c,excl,Neisosperma,16.5,4,4,no,10-May,h,def,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,1,no,10-May,h,na,rot from ground,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,4,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,5,no,5-Feb,def,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,7,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,9,no,<2,def,na,,el,,
guam,racefrag,30-Aug-10,el,4,c,excl,Morinda,14.4,10,10,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,SE,7,e,excl,Papaya,30.5,10,1,no,25-Oct,dis,h,,,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,7,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,9,no,<2,def,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,excl,Morinda,14.9,10,10,no,0,na,na,,el,,
guam,RITDgate,1-Jul-10,SP,7,E,open,Morinda,16.1,10,1,no,10-May,Def,Dis,,SF,,
guam,racefrag,30-Aug-10,el,14,d,excl,Papaya,21.9,3,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,d,excl,Papaya,21.9,3,3,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EL,7,e,open,Morinda,17.3,10,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,13,d,excl,Morinda,15.6,8,8,no,0,na,na,,el,,
guam,RITDgate,1-Jul-10,SP,7,F,open,Papaya,40,7,1,no,5-Feb,Dis,NA,,SF,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,5,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,d,excl,Morinda,21.8,8,8,no,10-May,def,na,,el,,
guam,RITDgate,27-May-10,JD,7,F,open,Papaya,32,6,1,no,<2,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,5,d,excl,Neisosperma,21.5,6,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,d,excl,Neisosperma,21.5,6,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,d,excl,Neisosperma,21.5,6,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,d,excl,Neisosperma,21.5,6,5,no,5-Feb,def,na,,el,,
guam,racefrag,30-Aug-10,el,5,d,excl,Neisosperma,21.5,6,6,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EL,7,f,open,Papaya,49.2,10,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,1,e,excl,Papaya,25.2,5,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,e,excl,Papaya,25.2,5,3,no,10-May,r,na,,el,,
guam,racefrag,30-Aug-10,el,1,e,excl,Papaya,25.2,5,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,e,excl,Papaya,25.2,5,5,no,5-Feb,h,na,,el,,
guam,RITDgate,27-May-10,JD,7,G,excl,Papaya,22.5,6,1,no,10-May,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,3,e,excl,Papaya,28.9,5,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,3,e,excl,Papaya,28.9,5,3,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,3,e,excl,Papaya,28.9,5,4,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,3,e,excl,Papaya,28.9,5,5,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,7,g,excl,Papaya,32.3,10,1,no,50-75,def,dis,,TL,,
guam,racefrag,30-Aug-10,el,7,e,excl,Papaya,28.9,6,2,no,25-Oct,r,h,,el,,
guam,racefrag,30-Aug-10,el,7,e,excl,Papaya,28.9,6,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,7,e,excl,Papaya,28.9,6,4,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,7,e,excl,Papaya,28.9,6,5,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,7,e,excl,Papaya,28.9,6,6,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,MS,7,g,excl,Papaya,18.6,4,1,no,<2,dis,def,,,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,6,no,25-Oct,h,na,,el,,
guam,racefrag,30-Aug-10,el,9,e,excl,Neisosperma,15,7,7,no,0,na,na,,el,,
guam,RITDgate,27-May-10,JD,7,G,open,Papaya,20.1,4,1,no,<2,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,10,e,excl,Papaya,30.1,5,2,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,e,excl,Papaya,30.1,5,3,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,e,excl,Papaya,30.1,5,4,no,25-Oct,r,h,,el,,
guam,racefrag,30-Aug-10,el,10,e,excl,Papaya,30.1,5,5,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EL,7,g,open,Papaya,29.1,5,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,5,no,5-Feb,def,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,7,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,11,e,excl,Morinda,20.4,8,8,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,MS,7,g,open,Papaya,23.6,5,1,no,10-May,h,dis,,,,
guam,racefrag,30-Aug-10,el,12,e,excl,Papaya,20.4,4,2,no,25-Oct,h,def,,el,,
guam,racefrag,30-Aug-10,el,12,e,excl,Papaya,20.4,4,3,no,10-May,r,na,,el,,
guam,racefrag,30-Aug-10,el,12,e,excl,Papaya,20.4,4,4,no,<2,h,na,,el,,
guam,RITDgate,27-May-10,JD,7,H,excl,Papaya,23.5,4,1,no,25-50,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,12,f,excl,Papaya,27.3,5,2,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,12,f,excl,Papaya,27.3,5,3,no,10-May,r,h,,el,,
guam,racefrag,30-Aug-10,el,12,f,excl,Papaya,27.3,5,4,no,25-50,def,h,,el,,
guam,racefrag,30-Aug-10,el,12,f,excl,Papaya,27.3,5,5,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,7,h,excl,Papaya,47.9,13,1,no,5-Feb,h,dis,,TL,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,f,excl,Morinda,11.1,7,7,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,MS,7,h,excl,Papaya,30.2,7,1,no,25-Oct,h,dis,,,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,2,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,6,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,f,excl,Morinda,16.7,8,8,no,0,na,na,,el,,
guam,RITDgate,27-May-10,JD,7,H,open,Papaya,19,6,1,no,0,NA,NA,,Mick,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,3,no,10-May,def,h,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,4,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,3,g,excl,Morinda,14.6,8,8,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EL,7,h,open,Papaya,27.4,6,1,no,5-Feb,h,na,,TL,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,2,no,5-Feb,r,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,3,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,6,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,7,g,excl,Morinda,15.6,8,8,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,MS,7,h,open,Papaya,22.4,7,1,no,25-50,dis,h,,,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,7,no,5-Feb,r,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,9,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,g,excl,Morinda,14.7,10,10,no,5-Feb,h,na,,el,,
guam,RITDgate,1-Jul-10,BE,8,A,excl,Morinda,9.3,9,1,no,50-75,Dis,NA,,SF,,
guam,racefrag,30-Aug-10,el,10,g,excl,Papaya,26.6,6,2,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,g,excl,Papaya,26.6,6,3,no,10-May,r,na,,el,,
guam,racefrag,30-Aug-10,el,10,g,excl,Papaya,26.6,6,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,10,g,excl,Papaya,26.6,6,5,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,g,excl,Papaya,26.6,6,6,no,<2,h,na,,el,,
guam,ritdgate,31-Aug-10,EH,8,a,excl,Morinda,10,8,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,3,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,4,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,5,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,6,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,g,excl,Neisosperma,14.5,7,7,no,0,na,na,,el,,
guam,RITDgate,27-May-10,JD,8,D,excl,Papaya,29.8,5,1,no,5-Feb,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,2,no,10-May,def,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,5,no,25-Oct,def,h,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,9,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,h,excl,Neisosperma,23.3,10,10,no,75-99,h,na,may have broken leaf while walking in exclosure. Looks like fresh mechanical damage (oozing milky sap and majority of leaf detatched on ground),el,,
guam,RITDgate,27-May-10,JD,8,E,excl,Papaya,18,6,1,no,5-Feb,Dis,NA,,Mick,,
guam,ritdgate,31-Aug-10,EH,8,e,excl,Papaya,38.5,10,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,8,h,excl,Papaya,22.9,5,2,no,25-Oct,r,h,,el,,
guam,racefrag,30-Aug-10,el,8,h,excl,Papaya,22.9,5,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,h,excl,Papaya,22.9,5,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,h,excl,Papaya,22.9,5,5,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,8,e,excl,Morinda,10.3,8,1,no,10-May,h,na,,TL,,
guam,ritdgate,1-Jul-10,SE,8,e,excl,Papaya,25.5,10,1,no,25-Oct,dis,na,,,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,h,excl,Neisosperma,22.8,8,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,1,no,5-Feb,h,na,maybe H2 or H3. Couldn't tell b/c flagging slid down and plant was growing on border between the 2 spots. Check orig. data,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,6,no,10-May,h,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,h,excl,Morinda,10.8,8,8,no,0,na,na,,el,,
guam,ritdgate,1-Jul-10,SE,8,f,excl,Morinda,11.3,9,1,no,75-99,dis,na,,,,
guam,RITDgate,27-May-10,JD,8,H,excl,Papaya,28.8,7,1,yes,na,na,na,,Mick,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,a,open,Morinda,11.3,8,8,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,8,h,excl,Papaya,60.2,14,1,no,5-Feb,h,na,,TL,,
guam,racefrag,30-Aug-10,el,9,a,open,Morinda,15.8,6,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,9,a,open,Morinda,15.8,6,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,a,open,Morinda,15.8,6,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,a,open,Morinda,15.8,6,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,9,a,open,Morinda,15.8,6,6,no,5-Feb,h,na,,el,,
guam,ritdgate,1-Jul-10,MS,8,h,excl,Papaya,338.7,7,1,no,5-Feb,h,dis,,,,
guam,RITDgate,27-May-10,JD,8,H,open,Neisosperma,19.7,7,1,no,10-May,H,NA,,Mick,,
guam,ritdgate,1-Jul-10,MS,8,h,open,Neisosperma,22.7,6,1,no,25-Oct,dis,na,,,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,3,no,<2,def,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,6,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,9,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,8,b,open,Morinda,17.9,10,10,no,0,na,na,,el,,
guam,RITDgate,1-Jul-10,SP,9,C,open,Morinda,19.4,11,1,no,75-99,Dis,NA,,SF,,
guam,racefrag,30-Aug-10,el,7,b,open,Papaya,22.1,3,2,yes,na,na,na,,el,,
guam,racefrag,30-Aug-10,el,7,b,open,Papaya,22.1,3,3,yes,na,na,na,,el,,
guam,ritdgate,31-Aug-10,EL,9,c,open,Morinda,18.4,10,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,3,no,25-Oct,h,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,6,no,<2,def,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,7,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,8,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,6,b,open,Morinda,17.1,9,9,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,9,e,excl,Morinda,13.7,10,1,no,25-50,h,na,,TL,,
guam,ritdgate,1-Jul-10,SE,9,e,excl,Morinda,15.7,10,1,no,25-Oct,dis,na,,,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,6,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,2,b,open,Papaya,25,7,7,no,10-May,h,def,,el,,
guam,RITDgate,27-May-10,JD,9,G,excl,Papaya,16.2,7,1,no,5-Feb,H,NA,,Mick,,
guam,racefrag,30-Aug-10,el,1,c,open,Neisosperma,20.5,6,2,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,1,c,open,Neisosperma,20.5,6,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,c,open,Neisosperma,20.5,6,4,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,c,open,Neisosperma,20.5,6,5,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,1,c,open,Neisosperma,20.5,6,6,no,0,na,na,,el,,
guam,ritdgate,31-Aug-10,EH,9,g,excl,Papaya,52.4,9,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,5,c,open,Papaya,19.1,4,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,c,open,Papaya,19.1,4,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,5,c,open,Papaya,19.1,4,4,no,5-Feb,h,na,,el,,
guam,ritdgate,1-Jul-10,MS,9,g,excl,Papaya,26.7,10,1,no,10-May,h,dis,,,,
guam,racefrag,30-Aug-10,el,6,c,open,Papaya,23.2,3,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,6,c,open,Papaya,23.2,3,3,no,0,na,na,,el,,
guam,RITDgate,27-May-10,JD,9,H,excl,Papaya,20.5,7,1,no,10-May,Dis,NA,,Mick,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,2,no,<2,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,3,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,4,no,50-75,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,5,no,75-99,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,6,no,75-99,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,7,no,75-99,h,na,,el,,
guam,racefrag,30-Aug-10,el,10,c,open,Neisosperma,10.7,8,8,no,75-99,h,na,,el,,
guam,ritdgate,31-Aug-10,EH,9,h,excl,Papaya,52.5,14,1,no,0,na,na,,TL,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,2,no,0,na,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,3,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,4,no,5-Feb,def,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,5,no,10-May,def,h,,el,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,6,no,5-Feb,h,na,,el,,
guam,racefrag,30-Aug-10,el,14,c,open,Neisosperma,18.7,7,7,no,5-Feb,h,na,,el,,
