island,site,date,observer,row,col,trt,spp,ht,numleaves,leafnum,wilt,damclass,primdam,secdam,notes,entby,proofby,dateent
saipan,mtr1,30-Nov-10,ADG,7,g,open,Neisosperma,24.9,8,5,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,g,open,Neisosperma,24.9,8,6,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,g,open,Neisosperma,24.9,8,7,no,<2,def,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,g,open,Neisosperma,24.9,8,8,no,25-Oct,r,dis,,ADG,,
tinian,nlasu,15-Sep-10,SF,5,f,open,,,,,,,na,na,dead,SF,,
saipan,mtr1,30-Nov-10,ADG,7,a,excl,Neisosperma,25.8,6,2,yes,na,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,a,excl,Neisosperma,25.8,6,3,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,a,excl,Neisosperma,25.8,6,4,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,a,excl,Neisosperma,25.8,6,5,no,5-Feb,h,dis,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,a,excl,Neisosperma,25.8,6,6,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,1,no,5-Feb,dis,na,9B? In 8B spot,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,2,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,3,no,5-Feb,h,dis, ,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,4,no,10-May,def,na,healed h,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,5,no,10-May,def,na,healed h,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,6,no,25-Oct,def,h,healed h,ADG,,
saipan,mtr1,30-Nov-10,ADG,8,b,excl,Morinda,12.3,7,7,no,25-Oct,def,h,healed h,ADG,,
tinian,nlasu,12-Aug-10,ADG,5,f,open,,,,,,,na,na,dead,SF,,
saipan,mtr1,30-Nov-10,ADG,9,c,excl,Morinda,12.6,4,2,yes,na,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,9,c,excl,Morinda,12.6,4,3,no,5-Feb,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,9,c,excl,Morinda,12.6,4,4,no,<2,dis,na,,ADG,,
tinian,nlasu,13-Jul-10,ADG,5,f,open,,,,na,,na,na,na,dead,TL,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,2,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,3,no,10-May,r,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,4,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,5,no,10-May,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,6,no,5-Feb,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,7,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,3,f,excl,Neisosperma,31.8,8,8,no,<2,dis,na,,ADG,,
tinian,nlasu,9-Nov-10,SF,5,f,open,,,,na,,na,na,na,dead,TL,,
saipan,mtr1,30-Nov-10,ADG,7,e,excl,Morinda,8.9,2,2,no,25-50,dis,r,leaf rot,ADG,,
tinian,nlasu,15-Sep-10,SF,5,h,open,Morinda,9.5,5,1,no,100,h,na,,SF,,
saipan,mtr1,30-Nov-10,ADG,12,e,excl,Morinda,12.3,3,2,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,12,e,excl,Morinda,12.3,3,3,no,25-Oct,h,dis,,ADG,,
tinian,nlasu,9-Nov-10,SF,5,h,open,Morinda,9.9,5,1,no,100,h,na,,TL,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,2,no,25-50,r,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,3,no,5-Feb,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,4,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,5,no,<2,dis,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,6,no,0,na,na,,ADG,,
saipan,mtr1,30-Nov-10,ADG,7,h,excl,Neisosperma,32.5,7,7,no,0,na,na,,ADG,,
tinian,nlasu,15-Sep-10,SF,6,a,open,Neisosperma,20,5,1,no,<2,dis,na,,SF,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,2,no,25-50,def,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,6,no,25-Oct,h,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,7,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,7,c,open,Neisosperma,21.6,8,8,no,0,na,na,,,,
tinian,nlasu,12-Aug-10,ADG,6,a,open,Neisosperma,9.7,6,1,no,<2,dis,na,,SF,,
guam,nblas,2-Sep-10,EL,8,c,open,Morinda,10.3,6,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,8,c,open,Morinda,10.3,6,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,8,c,open,Morinda,10.3,6,4,no,<2,def,na,,,,
guam,nblas,2-Sep-10,EL,8,c,open,Morinda,10.3,6,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,8,c,open,Morinda,10.3,6,6,no,0,na,na,,,,
tinian,nlasu,13-Jul-10,ADG,6,a,open,Neisosperma,19.2,7,1,no,<2,dis,na,,TL,,
guam,nblas,2-Sep-10,EL,9,c,open,Morinda,16.4,6,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,9,c,open,Morinda,16.4,6,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,9,c,open,Morinda,16.4,6,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,9,c,open,Morinda,16.4,6,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,9,c,open,Morinda,16.4,6,6,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,6,a,open,Neisosperma,19.5,4,1,no,0,na,na,,TL,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,2,no,5-Feb,r,na,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,3,no,10-May,r,h,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,4,no,10-May,r,na,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,7,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,10,d,open,Papaya,35.6,8,8,no,5-Feb,h,na,,,,
tinian,nlasu,15-Sep-10,SF,6,f,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,5,no,50-75,def,h,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,6,no,25-Oct,h,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,7,no,25-Oct,h,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,8,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,9,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,10,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,11,d,open,Papaya,39.8,11,11,no,5-Feb,r,na,,,,
tinian,nlasu,12-Aug-10,ADG,6,f,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,5,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,7,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,8,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,d,open,Morinda,17.9,9,9,no,0,na,na,,,,
tinian,nlasu,13-Jul-10,ADG,6,f,excl,,,,na,,na,na,na,dead,TL,,
guam,nblas,2-Sep-10,EL,14,c,open,Morinda,16.8,6,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,14,c,open,Morinda,16.8,6,3,no,5-Feb,def,na,,,,
guam,nblas,2-Sep-10,EL,14,c,open,Morinda,16.8,6,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,c,open,Morinda,16.8,6,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,c,open,Morinda,16.8,6,6,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,6,f,excl,,,,na,,na,na,na,dead,TL,,
guam,nblas,2-Sep-10,EL,13,c,open,Neisosperma,22.1,5,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,c,open,Neisosperma,22.1,5,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,c,open,Neisosperma,22.1,5,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,c,open,Neisosperma,22.1,5,5,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,6,g,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,12,a,open,Papaya,24.2,6,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,a,open,Papaya,24.2,6,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,12,a,open,Papaya,24.2,6,4,no,10-May,def,na,,,,
guam,nblas,2-Sep-10,EL,12,a,open,Papaya,24.2,6,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,a,open,Papaya,24.2,6,6,no,0,na,na,,,,
tinian,nlasu,12-Aug-10,ADG,6,g,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,3,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,b,open,Papaya,29.4,7,7,no,0,na,na,,,,
tinian,nlasu,13-Jul-10,ADG,6,g,excl,,,,na,,na,na,na,dead,TL,,
tinian,nlasu,15-Sep-10,SF,6,g,open,Morinda,11.6,6,1,no,<2,h,dis,,SF,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,4,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,b,excl,Papaya,33.7,7,7,no,10-May,h,na,,,,
tinian,nlasu,12-Aug-10,ADG,6,g,open,Morinda,11.8,6,1,no,5-Feb,dis,na,,SF,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,5,no,<2,r,na,,,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,6,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,5,c,excl,Neisosperma,27.8,7,7,no,5-Feb,h,na,,,,
tinian,nlasu,13-Jul-10,ADG,6,g,open,Morinda,11.3,7,1,no,10-May,h,dis,,TL,,
guam,nblas,2-Sep-10,EL,5,d,excl,Morinda,13.9,4,2,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,5,d,excl,Morinda,13.9,4,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,5,d,excl,Morinda,13.9,4,4,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,6,g,,,,,na,,na,na,na,dead,TL,,
guam,nblas,2-Sep-10,EL,1,d,excl,Papaya,27.6,5,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,1,d,excl,Papaya,27.6,5,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,1,d,excl,Papaya,27.6,5,4,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,1,d,excl,Papaya,27.6,5,5,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,6,h,excl,Morinda,13.7,4,1,no,0,na,na,,SF,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,3,no,25-Oct,h,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,4,no,25-Oct,h,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,5,no,10-May,def,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,7,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,8,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,9,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,10,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,e,excl,Neisosperma,29.9,11,11,no,0,na,na,,,,
tinian,nlasu,12-Aug-10,ADG,6,h,excl,Morinda,12.8,6,1,no,5-Feb,h,dis,,SF,,
guam,nblas,2-Sep-10,EL,2,f,excl,Papaya,33,5,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,2,f,excl,Papaya,33,5,3,no,5-Feb,def,na,wrinkle,,,
guam,nblas,2-Sep-10,EL,2,f,excl,Papaya,33,5,4,no,25-Oct,def,na,wrinkle,,,
guam,nblas,2-Sep-10,EL,2,f,excl,Papaya,33,5,5,no,25-Oct,def,na,wrinkle,,,
tinian,nlasu,13-Jul-10,ADG,6,h,excl,Morinda,11.8,7,1,no,100,h,na,,TL,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,6,no,10-May,dis,na,,,,
guam,nblas,2-Sep-10,EL,6,c,excl,Morinda,17.3,7,7,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,6,h,excl,Morinda,13.2,4,1,no,0,na,na,,TL,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,2,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,7,no,5-Feb,r,na,,,,
guam,nblas,2-Sep-10,EL,6,e,excl,Papaya,29.8,8,8,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,1,no,0,na,na,,SF,,
guam,nblas,2-Sep-10,EL,6,f,excl,Papaya,33.4,6,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,f,excl,Papaya,33.4,6,3,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,6,f,excl,Papaya,33.4,6,4,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,6,f,excl,Papaya,33.4,6,5,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,6,f,excl,Papaya,33.4,6,6,no,0,na,na,,,,
tinian,nlasu,12-Aug-10,ADG,7,a,excl,Neisosperma,20.6,8,1,no,<2,dis,na,,SF,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,5,no,50-75,h,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,6,no,75-99,h,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,7,no,75-99,h,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,8,no,100,h,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,9,no,100,h,na,,,,
guam,nblas,2-Sep-10,EL,6,g,excl,Morinda,18.9,10,10,no,100,h,na,,,,
tinian,nlasu,13-Jul-10,ADG,7,a,excl,Neisosperma,19.9,8,1,no,0,na,na,,TL,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,7,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,4,g,excl,Papaya,24.4,8,8,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,7,a,excl,Neisosperma,21.8,6,1,no,<2,dis,na,,TL,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,2,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,7,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,8,no,25-50,def,na,,,,
guam,nblas,2-Sep-10,EL,2,g,excl,Neisosperma,26.2,9,9,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,7,d,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,7,g,excl,Papaya,28.1,6,2,no,5-Feb,r,na,,,,
guam,nblas,2-Sep-10,EL,7,g,excl,Papaya,28.1,6,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,7,g,excl,Papaya,28.1,6,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,7,g,excl,Papaya,28.1,6,5,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,7,g,excl,Papaya,28.1,6,6,no,25-Oct,def,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,1,no,25-50,h,na,karst,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,3,no,100,h,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,5,no,100,h,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,6,no,75-99,h,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,7,no,100,h,na,,,,
guam,nblas,2-Sep-10,EL,8,h,excl,Morinda,14.9,8,8,no,100,h,na,,,,
tinian,nlasu,12-Aug-10,ADG,7,d,excl,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,2,no,25-Oct,r,h,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,3,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,5,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,6,no,25-Oct,r,na,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,7,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,10,h,excl,Papaya,32.1,8,8,no,0,na,na,,,,
tinian,nlasu,13-Jul-10,ADG,7,d,excl,,,,na,,na,na,na,dead,TL,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,2,no,10-May,r,h,,,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,3,no,10-May,def,h,,,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,4,no,10-May,def,na,,,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,5,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,h,excl,Papaya,22.8,7,7,no,0,na,na,,,,
tinian,nlasu,9-Nov-10,SF,7,d,excl,,,,na,,na,na,na,dead,TL,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,12,g,excl,Morinda,13.8,7,7,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,7,e,excl,Morinda,12.5,4,1,no,0,na,na,,SF,,
guam,nblas,2-Sep-10,EL,13,g,excl,Papaya,40.1,5,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,g,excl,Papaya,40.1,5,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,g,excl,Papaya,40.1,5,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,g,excl,Papaya,40.1,5,5,no,0,na,na,,,,
tinian,nlasu,12-Aug-10,ADG,7,e,excl,Morinda,12,7,1,no,5-Feb,dis,na,,SF,,
guam,nblas,2-Sep-10,EL,14,f,excl,Morinda,8.8,6,2,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,14,f,excl,Morinda,8.8,6,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,14,f,excl,Morinda,8.8,6,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,f,excl,Morinda,8.8,6,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,f,excl,Morinda,8.8,6,6,no,5-Feb,h,na,,,,
tinian,nlasu,13-Jul-10,ADG,7,e,excl,Morinda,10.5,8,1,no,100,h,na,,TL,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,2,no,10-May,h,na,,,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,3,no,5-Feb,h,na,,,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,6,no,10-May,r,na,,,,
guam,nblas,2-Sep-10,EL,13,f,excl,Morinda,9.1,7,7,no,0,na,na,,,,
tinian,nlasu,15-Sep-10,SF,7,e,open,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,2,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,3,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,4,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,5,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,6,no,0,na,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,7,no,<2,h,na,,,,
guam,nblas,2-Sep-10,EL,14,e,excl,Papaya,32.6,8,8,no,5-Feb,h,na,,,,
tinian,nlasu,12-Aug-10,ADG,7,e,open,,,,,,,na,na,dead,SF,,
guam,nblas,2-Sep-10,EL,12,f,excl,Papaya,28,6,2,no,25-Oct,h,na,,,,
